,Mean,Median,Mid Range,IQR,Std Dev,File Name
572,0.5403501,0.52679735,0.503268,0.13856208,0.12231413,../Dataset/TrainData/car3-090-315.png
573,0.5281862,0.5254902,0.50522876,0.12287584,0.1258938,../Dataset/TrainData/car3-090-338.png
574,0.46465975,0.43529415,0.5117647,0.07712418,0.17393874,../Dataset/TrainData/car5-000-000.png
575,0.48094535,0.4496732,0.5091503,0.06535947,0.1508658,../Dataset/TrainData/car5-022-000.png
576,0.5070445,0.4928105,0.5071896,0.056209117,0.13652645,../Dataset/TrainData/car5-022-090.png
577,0.48820883,0.45751634,0.5026144,0.082352966,0.1517492,../Dataset/TrainData/car5-022-180.png
578,0.5066853,0.48496732,0.50522876,0.05098036,0.13666005,../Dataset/TrainData/car5-022-270.png
579,0.51665074,0.49803925,0.5013072,0.04967323,0.1324461,../Dataset/TrainData/car5-035-045.png
580,0.5057912,0.48366013,0.50392157,0.05359474,0.13731027,../Dataset/TrainData/car5-035-135.png
581,0.51665413,0.49542484,0.50392157,0.05228761,0.1330363,../Dataset/TrainData/car5-035-225.png
582,0.5114847,0.48758173,0.5058824,0.0457516,0.13632578,../Dataset/TrainData/car5-035-315.png
583,0.49519598,0.475817,0.5006536,0.04575163,0.1366405,../Dataset/TrainData/car5-045-000.png
584,0.53948504,0.5385621,0.5013072,0.0444445,0.10636151,../Dataset/TrainData/car5-045-090.png
585,0.5008758,0.48104575,0.5026144,0.054901987,0.13718897,../Dataset/TrainData/car5-045-180.png
586,0.5511311,0.54901963,0.50784314,0.043137252,0.10898602,../Dataset/TrainData/car5-045-270.png
587,0.536543,0.5398693,0.50522876,0.039215744,0.12727198,../Dataset/TrainData/car5-066-027.png
588,0.57134175,0.58562094,0.50522876,0.028758168,0.10631787,../Dataset/TrainData/car5-066-063.png
589,0.56348366,0.5751634,0.50849676,0.027450979,0.105820246,../Dataset/TrainData/car5-066-117.png
590,0.5281499,0.52679735,0.5006536,0.040522873,0.12674764,../Dataset/TrainData/car5-066-153.png
591,0.5339098,0.53594774,0.5013072,0.04575163,0.1269685,../Dataset/TrainData/car5-066-207.png
592,0.5693008,0.58562094,0.5071896,0.031372547,0.11145711,../Dataset/TrainData/car5-066-243.png
593,0.5586456,0.57124186,0.50522876,0.033986986,0.11124382,../Dataset/TrainData/car5-066-297.png
594,0.51944023,0.5176471,0.503268,0.040522903,0.12714331,../Dataset/TrainData/car5-066-333.png
595,0.508128,0.50849676,0.50784314,0.04836598,0.13231148,../Dataset/TrainData/car5-068-000.png
596,0.58087987,0.59869283,0.5150327,0.0248366,0.09753669,../Dataset/TrainData/car5-068-090.png
597,0.5104147,0.50980395,0.50522876,0.05228761,0.13260129,../Dataset/TrainData/car5-068-180.png
598,0.5707195,0.5908497,0.5143791,0.031372547,0.1034312,../Dataset/TrainData/car5-068-270.png
599,0.5085954,0.46797386,0.5026144,0.12679741,0.13797115,../Dataset/TrainData/car5-090-000.png
600,0.50244045,0.4627451,0.5019608,0.1529412,0.1455033,../Dataset/TrainData/car5-090-022.png
601,0.5276351,0.48758173,0.5026144,0.18692812,0.14764775,../Dataset/TrainData/car5-090-045.png
602,0.5367737,0.49150327,0.5019608,0.19869283,0.14500524,../Dataset/TrainData/car5-090-068.png
603,0.5330823,0.4888889,0.50522876,0.21045753,0.1423337,../Dataset/TrainData/car5-090-090.png
604,0.5409851,0.49411765,0.503268,0.19477123,0.13805555,../Dataset/TrainData/car5-090-112.png
605,0.5177248,0.48496732,0.503268,0.17254898,0.13872749,../Dataset/TrainData/car5-090-135.png
606,0.5154856,0.4771242,0.5045752,0.14117649,0.14646475,../Dataset/TrainData/car5-090-158.png
607,0.5096663,0.47058824,0.5058824,0.13202617,0.1397471,../Dataset/TrainData/car5-090-180.png
608,0.51216763,0.46928105,0.503268,0.15816993,0.14572702,../Dataset/TrainData/car5-090-202.png
609,0.53002477,0.48366013,0.5006536,0.18431374,0.14478582,../Dataset/TrainData/car5-090-225.png
610,0.51349765,0.475817,0.50392157,0.19738564,0.15290658,../Dataset/TrainData/car5-090-248.png
611,0.53215814,0.48366013,0.50392157,0.19215688,0.13223532,../Dataset/TrainData/car5-090-270.png
612,0.5308206,0.48758173,0.503268,0.1777778,0.13296519,../Dataset/TrainData/car5-090-292.png
613,0.52607566,0.49019608,0.5026144,0.16339868,0.13595484,../Dataset/TrainData/car5-090-315.png
614,0.49218103,0.45882353,0.503268,0.13856211,0.14992562,../Dataset/TrainData/car5-090-338.png
615,0.3905085,0.34509805,0.48366013,0.061437935,0.17168246,../Dataset/TrainData/car6-000-000.png
616,0.37379542,0.3124183,0.49477124,0.04575163,0.1745428,../Dataset/TrainData/car6-022-000.png
617,0.40564466,0.34771243,0.503268,0.037908494,0.17352892,../Dataset/TrainData/car6-022-090.png
618,0.38823813,0.32418302,0.50522876,0.061437935,0.18103914,../Dataset/TrainData/car6-022-180.png
619,0.3913633,0.34901962,0.475817,0.032679737,0.1542431,../Dataset/TrainData/car6-022-270.png
620,0.3941102,0.33202615,0.50653595,0.033986956,0.1716585,../Dataset/TrainData/car6-035-045.png
621,0.39615047,0.33202615,0.50784314,0.040522873,0.17787425,../Dataset/TrainData/car6-035-135.png
622,0.4082107,0.35555556,0.4882353,0.037908494,0.16355284,../Dataset/TrainData/car6-035-225.png
623,0.38227504,0.33202615,0.4862745,0.030065358,0.15738663,../Dataset/TrainData/car6-035-315.png
624,0.36286286,0.303268,0.49150327,0.028758168,0.17320332,../Dataset/TrainData/car6-045-000.png
625,0.42768693,0.38039216,0.50784314,0.032679737,0.15795678,../Dataset/TrainData/car6-045-090.png
626,0.4028766,0.3398693,0.5013072,0.040522873,0.18134151,../Dataset/TrainData/car6-045-180.png
627,0.41825986,0.38562092,0.47189543,0.031372547,0.13703585,../Dataset/TrainData/car6-045-270.png
628,0.4046533,0.3633987,0.5,0.036601305,0.16558263,../Dataset/TrainData/car6-066-027.png
629,0.4617269,0.43137255,0.503268,0.031372547,0.14283623,../Dataset/TrainData/car6-066-063.png
630,0.46304882,0.42745098,0.5026144,0.027450949,0.14618766,../Dataset/TrainData/car6-066-117.png
631,0.42322755,0.37254906,0.5013072,0.035294116,0.16860239,../Dataset/TrainData/car6-066-153.png
632,0.43234542,0.3934641,0.5026144,0.040522873,0.1550966,../Dataset/TrainData/car6-066-207.png
633,0.46246943,0.44705883,0.49215683,0.027450979,0.12446032,../Dataset/TrainData/car6-066-243.png
634,0.4403957,0.42745098,0.4862745,0.028758168,0.13035908,../Dataset/TrainData/car6-066-297.png
635,0.39645094,0.36209154,0.49019608,0.031372547,0.15422164,../Dataset/TrainData/car6-066-333.png
636,0.3858252,0.34771243,0.5,0.037908524,0.16663009,../Dataset/TrainData/car6-068-000.png
637,0.47934598,0.45620918,0.5091503,0.02614379,0.13728787,../Dataset/TrainData/car6-068-090.png
638,0.4147638,0.37124184,0.4980392,0.039215684,0.16833901,../Dataset/TrainData/car6-068-180.png
639,0.46251553,0.46143794,0.46601307,0.027450949,0.12333391,../Dataset/TrainData/car6-068-270.png
640,0.4350522,0.3777778,0.5019608,0.13202614,0.14860809,../Dataset/TrainData/car6-090-000.png
641,0.42542738,0.36078432,0.5,0.15947714,0.15758756,../Dataset/TrainData/car6-090-022.png
642,0.43084586,0.36078432,0.4986928,0.20653597,0.16179141,../Dataset/TrainData/car6-090-045.png
643,0.44520095,0.37908497,0.49477127,0.22483662,0.15449116,../Dataset/TrainData/car6-090-068.png
644,0.43835974,0.3673203,0.49803925,0.23267975,0.15819737,../Dataset/TrainData/car6-090-090.png
645,0.45685104,0.39869285,0.49411768,0.21699339,0.14966387,../Dataset/TrainData/car6-090-112.png
646,0.4318684,0.36601308,0.5006536,0.18823531,0.16089207,../Dataset/TrainData/car6-090-135.png
647,0.42655206,0.3647059,0.5019608,0.14640522,0.16303714,../Dataset/TrainData/car6-090-158.png
648,0.4150093,0.35947713,0.5026144,0.14117646,0.1556271,../Dataset/TrainData/car6-090-180.png
649,0.42328992,0.36209154,0.50392157,0.16601303,0.15960854,../Dataset/TrainData/car6-090-202.png
650,0.4418834,0.37908497,0.4993464,0.20522875,0.15649621,../Dataset/TrainData/car6-090-225.png
651,0.43250552,0.38169935,0.48169935,0.23006535,0.1624686,../Dataset/TrainData/car6-090-248.png
652,0.4560556,0.4013072,0.4751634,0.20784315,0.1404397,../Dataset/TrainData/car6-090-270.png
653,0.45480654,0.39738563,0.5019608,0.2026144,0.14337087,../Dataset/TrainData/car6-090-292.png
654,0.44571272,0.39084968,0.49738562,0.18300655,0.1505407,../Dataset/TrainData/car6-090-315.png
655,0.41862303,0.36993465,0.5006536,0.14640522,0.15936948,../Dataset/TrainData/car6-090-338.png
656,0.51446974,0.5477124,0.5143791,0.12549022,0.14242917,../Dataset/TrainData/car7-000-000.png
657,0.5263274,0.55294114,0.5320262,0.07973856,0.12291751,../Dataset/TrainData/car7-022-000.png
658,0.51188415,0.551634,0.5222222,0.107189566,0.12917963,../Dataset/TrainData/car7-022-090.png
659,0.5163032,0.53725487,0.51960784,0.10196081,0.1284363,../Dataset/TrainData/car7-022-180.png
660,0.5318502,0.57385623,0.53333336,0.09542483,0.13094458,../Dataset/TrainData/car7-022-270.png
661,0.5273447,0.5620915,0.5143791,0.06535947,0.12535673,../Dataset/TrainData/car7-035-045.png
662,0.5230473,0.5542484,0.5124183,0.07712418,0.12844725,../Dataset/TrainData/car7-035-135.png
663,0.53211874,0.5660131,0.51699346,0.06666666,0.12968753,../Dataset/TrainData/car7-035-225.png
664,0.52660036,0.56339866,0.5163399,0.061437964,0.12706423,../Dataset/TrainData/car7-035-315.png
665,0.5267103,0.5620915,0.5137255,0.04444444,0.12914543,../Dataset/TrainData/car7-045-000.png
666,0.5305146,0.5764706,0.50849676,0.06928104,0.1316508,../Dataset/TrainData/car7-045-090.png
667,0.5205393,0.55294114,0.5124183,0.064052224,0.13433798,../Dataset/TrainData/car7-045-180.png
668,0.54259324,0.5882353,0.5156863,0.058823526,0.12929775,../Dataset/TrainData/car7-045-270.png
669,0.5384273,0.58562094,0.50392157,0.041830063,0.14350252,../Dataset/TrainData/car7-066-027.png
670,0.56053305,0.606536,0.50653595,0.033986926,0.13867657,../Dataset/TrainData/car7-066-063.png
671,0.55559033,0.59869283,0.50392157,0.030065358,0.13366103,../Dataset/TrainData/car7-066-117.png
672,0.53098863,0.57254905,0.50653595,0.037908494,0.13673206,../Dataset/TrainData/car7-066-153.png
673,0.54096186,0.5816994,0.50392157,0.043137252,0.13845997,../Dataset/TrainData/car7-066-207.png
674,0.56231767,0.60784316,0.51111114,0.031372547,0.13631697,../Dataset/TrainData/car7-066-243.png
675,0.5473137,0.5934641,0.5104575,0.036601305,0.13389176,../Dataset/TrainData/car7-066-297.png
676,0.5319415,0.57450986,0.5058824,0.037908554,0.13133663,../Dataset/TrainData/car7-066-333.png
677,0.52420425,0.5686274,0.5019608,0.07320261,0.13031237,../Dataset/TrainData/car7-068-000.png
678,0.5703498,0.6130719,0.50522876,0.031372547,0.12690407,../Dataset/TrainData/car7-068-090.png
679,0.525141,0.5673203,0.5058824,0.053594768,0.13560365,../Dataset/TrainData/car7-068-180.png
680,0.5700988,0.6143791,0.49673203,0.035294056,0.12772256,../Dataset/TrainData/car7-068-270.png
681,0.5346404,0.53594774,0.5013072,0.11372554,0.13138925,../Dataset/TrainData/car7-090-000.png
682,0.534202,0.53464055,0.5013072,0.1359477,0.14358869,../Dataset/TrainData/car7-090-022.png
683,0.5451067,0.53464055,0.5026144,0.16470587,0.15387414,../Dataset/TrainData/car7-090-045.png
684,0.55443394,0.52679735,0.5058824,0.18300653,0.14901419,../Dataset/TrainData/car7-090-068.png
685,0.545802,0.5124183,0.5026144,0.20653597,0.14375731,../Dataset/TrainData/car7-090-090.png
686,0.5524632,0.5189543,0.5026144,0.19084969,0.14039636,../Dataset/TrainData/car7-090-112.png
687,0.5286469,0.5215686,0.50392157,0.16339871,0.14459363,../Dataset/TrainData/car7-090-135.png
688,0.53047764,0.530719,0.5045752,0.13071895,0.14152244,../Dataset/TrainData/car7-090-158.png
689,0.53002584,0.53333336,0.5019608,0.1189543,0.13507107,../Dataset/TrainData/car7-090-180.png
690,0.5295898,0.530719,0.5006536,0.14640522,0.14705102,../Dataset/TrainData/car7-090-202.png
691,0.5441382,0.53464055,0.5026144,0.1542483,0.154429,../Dataset/TrainData/car7-090-225.png
692,0.5333423,0.52679735,0.50392157,0.15947714,0.16313411,../Dataset/TrainData/car7-090-248.png
693,0.5533986,0.5294118,0.50849676,0.15163398,0.1398137,../Dataset/TrainData/car7-090-270.png
694,0.5429508,0.52679735,0.5026144,0.15424836,0.14475809,../Dataset/TrainData/car7-090-292.png
695,0.537429,0.53725487,0.5019608,0.14248365,0.14613667,../Dataset/TrainData/car7-090-315.png
696,0.52026004,0.53333336,0.5006536,0.124183,0.14220065,../Dataset/TrainData/car7-090-338.png
697,0.45582035,0.47189546,0.5156863,0.07320264,0.11014918,../Dataset/TrainData/car9-000-000.png
698,0.46363488,0.46797386,0.5411765,0.053594768,0.08830326,../Dataset/TrainData/car9-022-000.png
699,0.48211008,0.49803925,0.53594774,0.062745094,0.09316174,../Dataset/TrainData/car9-022-090.png
700,0.4762768,0.47843137,0.54575163,0.06797388,0.0944824,../Dataset/TrainData/car9-022-180.png
701,0.4755622,0.4928105,0.5320262,0.060130656,0.08606361,../Dataset/TrainData/car9-022-270.png
702,0.4893182,0.49542484,0.5248366,0.044444382,0.090154,../Dataset/TrainData/car9-035-045.png
703,0.48246863,0.4888889,0.5339869,0.053594768,0.09396229,../Dataset/TrainData/car9-035-135.png
704,0.48767218,0.49411765,0.5385621,0.04836601,0.08780717,../Dataset/TrainData/car9-035-225.png
705,0.47037283,0.475817,0.5437909,0.041830063,0.088390864,../Dataset/TrainData/car9-035-315.png
706,0.47389784,0.47843137,0.51960784,0.037908465,0.08503571,../Dataset/TrainData/car9-045-000.png
707,0.494095,0.5111111,0.54313725,0.04967323,0.08248131,../Dataset/TrainData/car9-045-090.png
708,0.48163623,0.4862745,0.5189543,0.04444447,0.08812076,../Dataset/TrainData/car9-045-180.png
709,0.49337775,0.50980395,0.54183006,0.04836601,0.079433516,../Dataset/TrainData/car9-045-270.png
710,0.507999,0.5215686,0.5143791,0.037908494,0.09593354,../Dataset/TrainData/car9-066-027.png
711,0.5323391,0.5477124,0.5176471,0.033986866,0.08755495,../Dataset/TrainData/car9-066-063.png
712,0.5136334,0.5254902,0.51830065,0.030065358,0.09027746,../Dataset/TrainData/car9-066-117.png
713,0.49742645,0.5071896,0.5130719,0.035294145,0.09046362,../Dataset/TrainData/car9-066-153.png
714,0.5098457,0.52418303,0.5143791,0.041830063,0.09826761,../Dataset/TrainData/car9-066-207.png
715,0.5288548,0.5503268,0.51960784,0.033986926,0.09128522,../Dataset/TrainData/car9-066-243.png
716,0.51104796,0.53333336,0.51960784,0.037908554,0.0940616,../Dataset/TrainData/car9-066-297.png
717,0.48198247,0.4993464,0.5156863,0.039215714,0.094645895,../Dataset/TrainData/car9-066-333.png
718,0.4739778,0.49150327,0.50653595,0.04705885,0.096599646,../Dataset/TrainData/car9-068-000.png
719,0.53297585,0.5503268,0.5385621,0.030065417,0.07700615,../Dataset/TrainData/car9-068-090.png
720,0.48834056,0.503268,0.50784314,0.041830063,0.095728114,../Dataset/TrainData/car9-068-180.png
721,0.5250228,0.551634,0.5437909,0.040522873,0.09309639,../Dataset/TrainData/car9-068-270.png
722,0.48334253,0.45098042,0.50522876,0.12679735,0.10334014,../Dataset/TrainData/car9-090-000.png
723,0.48842403,0.45359477,0.5026144,0.14901954,0.1127825,../Dataset/TrainData/car9-090-022.png
724,0.49973297,0.45359477,0.5045752,0.18039218,0.126731,../Dataset/TrainData/car9-090-045.png
725,0.49230152,0.42875817,0.50392157,0.21307191,0.13504554,../Dataset/TrainData/car9-090-068.png
726,0.49333185,0.43137255,0.5117647,0.21830067,0.12579519,../Dataset/TrainData/car9-090-090.png
727,0.4907981,0.43790853,0.50784314,0.2104575,0.13355048,../Dataset/TrainData/car9-090-112.png
728,0.48564723,0.44575167,0.50849676,0.17647061,0.118366376,../Dataset/TrainData/car9-090-135.png
729,0.48906615,0.45490196,0.50392157,0.14248362,0.112258665,../Dataset/TrainData/car9-090-158.png
730,0.48685783,0.45490196,0.5071896,0.13071892,0.10556209,../Dataset/TrainData/car9-090-180.png
731,0.489205,0.45098042,0.50522876,0.16078433,0.11651271,../Dataset/TrainData/car9-090-202.png
732,0.49651137,0.45098042,0.5058824,0.18300655,0.12654962,../Dataset/TrainData/car9-090-225.png
733,0.4929996,0.44836602,0.5058824,0.19869283,0.1354365,../Dataset/TrainData/car9-090-248.png
734,0.50307065,0.44836602,0.50849676,0.19999999,0.12098191,../Dataset/TrainData/car9-090-270.png
735,0.4949916,0.44575167,0.50653595,0.18692812,0.11841431,../Dataset/TrainData/car9-090-292.png
736,0.48447427,0.44444445,0.5045752,0.16732028,0.11547271,../Dataset/TrainData/car9-090-315.png
737,0.47792178,0.4496732,0.5045752,0.1359477,0.11173414,../Dataset/TrainData/car9-090-338.png
738,0.5226693,0.5385621,0.5379085,0.12156862,0.13182738,../Dataset/TrainData/cow1-000-000.png
739,0.4633065,0.44444445,0.54444444,0.088888854,0.13369675,../Dataset/TrainData/cow1-022-000.png
740,0.51827705,0.5320261,0.551634,0.06797385,0.1197371,../Dataset/TrainData/cow1-022-090.png
741,0.42075413,0.4013072,0.5398693,0.07843137,0.13146532,../Dataset/TrainData/cow1-022-180.png
742,0.44358832,0.4496732,0.54575163,0.057516336,0.11830313,../Dataset/TrainData/cow1-022-270.png
743,0.47918496,0.4862745,0.5509804,0.07581702,0.1393959,../Dataset/TrainData/cow1-035-045.png
744,0.45045477,0.45882353,0.5405229,0.06797385,0.13469547,../Dataset/TrainData/cow1-035-135.png
745,0.40435764,0.4039216,0.5352941,0.061437905,0.13424015,../Dataset/TrainData/cow1-035-225.png
746,0.431541,0.4366013,0.5385621,0.06928101,0.13698567,../Dataset/TrainData/cow1-035-315.png
747,0.42762837,0.42222223,0.54509807,0.108496755,0.1524145,../Dataset/TrainData/cow1-045-000.png
748,0.5346077,0.5816994,0.5627451,0.18823531,0.13269614,../Dataset/TrainData/cow1-045-090.png
749,0.37794885,0.37254906,0.53464055,0.09411764,0.14895396,../Dataset/TrainData/cow1-045-180.png
750,0.46613702,0.5019608,0.54640526,0.11633989,0.13384935,../Dataset/TrainData/cow1-045-270.png
751,0.4509369,0.4405229,0.5411765,0.14640522,0.15479021,../Dataset/TrainData/cow1-066-027.png
752,0.4660967,0.503268,0.5398693,0.2013072,0.14730008,../Dataset/TrainData/cow1-066-063.png
753,0.47733182,0.5071896,0.5372549,0.19607845,0.14604191,../Dataset/TrainData/cow1-066-117.png
754,0.4159723,0.40653595,0.5281046,0.124183,0.14961953,../Dataset/TrainData/cow1-066-153.png
755,0.37553522,0.35424837,0.53006536,0.124183,0.15317902,../Dataset/TrainData/cow1-066-207.png
756,0.44852558,0.475817,0.53006536,0.20261437,0.14814088,../Dataset/TrainData/cow1-066-243.png
757,0.44760406,0.46928105,0.530719,0.18562093,0.14327723,../Dataset/TrainData/cow1-066-297.png
758,0.4006456,0.37385622,0.5339869,0.11633989,0.15347229,../Dataset/TrainData/cow1-066-333.png
759,0.42145637,0.3869281,0.5379085,0.0993464,0.1578075,../Dataset/TrainData/cow1-068-000.png
760,0.49844044,0.5385621,0.5437909,0.20784315,0.13457347,../Dataset/TrainData/cow1-068-090.png
761,0.38008937,0.34771243,0.5352941,0.0993464,0.1558273,../Dataset/TrainData/cow1-068-180.png
762,0.49286765,0.5294118,0.5339869,0.20915028,0.13703471,../Dataset/TrainData/cow1-068-270.png
763,0.440722,0.4039216,0.5294118,0.11372551,0.15588158,../Dataset/TrainData/cow1-090-000.png
764,0.45861793,0.42483664,0.5267974,0.11372551,0.14987513,../Dataset/TrainData/cow1-090-022.png
765,0.46396744,0.4300654,0.52091503,0.12287575,0.14749901,../Dataset/TrainData/cow1-090-045.png
766,0.46503168,0.43267974,0.5267974,0.11895421,0.13870874,../Dataset/TrainData/cow1-090-068.png
767,0.5124744,0.4888889,0.530719,0.0954248,0.12153839,../Dataset/TrainData/cow1-090-090.png
768,0.47692537,0.44836602,0.51830065,0.12156865,0.13495176,../Dataset/TrainData/cow1-090-112.png
769,0.43583655,0.4013072,0.52418303,0.12810457,0.1416295,../Dataset/TrainData/cow1-090-135.png
770,0.4269776,0.39477125,0.53006536,0.12810457,0.1484183,../Dataset/TrainData/cow1-090-158.png
771,0.3981128,0.3633987,0.52418303,0.12026146,0.1584049,../Dataset/TrainData/cow1-090-180.png
772,0.38994578,0.34901962,0.5261438,0.12679738,0.15254644,../Dataset/TrainData/cow1-090-202.png
773,0.41645393,0.37908497,0.52418303,0.12679741,0.15160576,../Dataset/TrainData/cow1-090-225.png
774,0.4419573,0.40784314,0.52156866,0.11503267,0.14109483,../Dataset/TrainData/cow1-090-248.png
775,0.4979715,0.47058824,0.52875817,0.09281045,0.11570569,../Dataset/TrainData/cow1-090-270.png
776,0.44603372,0.41699347,0.5189543,0.09803921,0.1361561,../Dataset/TrainData/cow1-090-292.png
777,0.42657793,0.39084968,0.5235294,0.108496696,0.1459038,../Dataset/TrainData/cow1-090-315.png
778,0.425394,0.39215687,0.5294118,0.11372548,0.15309757,../Dataset/TrainData/cow1-090-338.png
779,0.46995747,0.48104575,0.5686275,0.111111134,0.101468936,../Dataset/TrainData/cow2-000-000.png
780,0.4442775,0.4300654,0.60326797,0.07843137,0.08498323,../Dataset/TrainData/cow2-022-000.png
781,0.46901572,0.46928105,0.61045754,0.056209117,0.07573265,../Dataset/TrainData/cow2-022-090.png
782,0.44637513,0.42875817,0.6137255,0.07843137,0.09848486,../Dataset/TrainData/cow2-022-180.png
783,0.47867936,0.48104575,0.58562094,0.057516336,0.06499284,../Dataset/TrainData/cow2-022-270.png
784,0.4478664,0.44705883,0.5803922,0.05098036,0.093356505,../Dataset/TrainData/cow2-035-045.png
785,0.45317405,0.4496732,0.5718954,0.04836601,0.09570194,../Dataset/TrainData/cow2-035-135.png
786,0.45016587,0.44444445,0.58431375,0.0496732,0.093471594,../Dataset/TrainData/cow2-035-225.png
787,0.44978505,0.46013072,0.5764706,0.062745094,0.09208015,../Dataset/TrainData/cow2-035-315.png
788,0.41876513,0.41699347,0.548366,0.07843137,0.1039464,../Dataset/TrainData/cow2-045-000.png
789,0.4253679,0.4496732,0.6052288,0.087581664,0.10777684,../Dataset/TrainData/cow2-045-090.png
790,0.41285855,0.39738563,0.5673203,0.05228758,0.120747305,../Dataset/TrainData/cow2-045-180.png
791,0.46464038,0.49411765,0.5875817,0.09542483,0.10019273,../Dataset/TrainData/cow2-045-270.png
792,0.42243183,0.42222223,0.57058823,0.13986927,0.1135438,../Dataset/TrainData/cow2-066-027.png
793,0.43791276,0.46535948,0.5771242,0.19869283,0.123393774,../Dataset/TrainData/cow2-066-063.png
794,0.3642341,0.38823533,0.54771245,0.1620915,0.11760546,../Dataset/TrainData/cow2-066-117.png
795,0.3957879,0.39215687,0.5640523,0.11895424,0.12711585,../Dataset/TrainData/cow2-066-153.png
796,0.40702254,0.40653595,0.56078434,0.14248368,0.12673552,../Dataset/TrainData/cow2-066-207.png
797,0.43269643,0.46535948,0.5411765,0.19607845,0.11848823,../Dataset/TrainData/cow2-066-243.png
798,0.43204257,0.46013072,0.56666666,0.18431368,0.11043969,../Dataset/TrainData/cow2-066-297.png
799,0.4124418,0.40653595,0.54444444,0.12549019,0.10500472,../Dataset/TrainData/cow2-066-333.png
800,0.40839958,0.39477125,0.54901963,0.10065359,0.10835248,../Dataset/TrainData/cow2-068-000.png
801,0.3918985,0.41568628,0.5568628,0.18169934,0.11933697,../Dataset/TrainData/cow2-068-090.png
802,0.39245194,0.37908497,0.56666666,0.10588238,0.12901923,../Dataset/TrainData/cow2-068-180.png
803,0.43333137,0.4640523,0.5614379,0.2013072,0.11422503,../Dataset/TrainData/cow2-068-270.png
804,0.41512698,0.38562092,0.5509804,0.112418294,0.11299931,../Dataset/TrainData/cow2-090-000.png
805,0.41806883,0.38431373,0.5568628,0.12026143,0.11631785,../Dataset/TrainData/cow2-090-022.png
806,0.41927022,0.38039216,0.551634,0.13464051,0.12179642,../Dataset/TrainData/cow2-090-045.png
807,0.42464313,0.38300657,0.55751634,0.12026143,0.123957954,../Dataset/TrainData/cow2-090-068.png
808,0.38856262,0.34771243,0.54771245,0.09673202,0.12048695,../Dataset/TrainData/cow2-090-090.png
809,0.37070835,0.3281046,0.54509807,0.10196081,0.12173792,../Dataset/TrainData/cow2-090-112.png
810,0.37204915,0.33071896,0.5261438,0.11895424,0.11874748,../Dataset/TrainData/cow2-090-135.png
811,0.39364165,0.35424837,0.5366013,0.12026143,0.12621085,../Dataset/TrainData/cow2-090-158.png
812,0.39075512,0.35163403,0.5405229,0.12026143,0.13299583,../Dataset/TrainData/cow2-090-180.png
813,0.41225022,0.3673203,0.54640526,0.14117646,0.12914456,../Dataset/TrainData/cow2-090-202.png
814,0.39920166,0.36078432,0.5522876,0.14379087,0.13283321,../Dataset/TrainData/cow2-090-225.png
815,0.3921741,0.35686278,0.54575163,0.10457516,0.1270891,../Dataset/TrainData/cow2-090-248.png
816,0.40037298,0.3647059,0.5437909,0.07712418,0.109277815,../Dataset/TrainData/cow2-090-270.png
817,0.40703523,0.38039216,0.55816996,0.082352936,0.113181256,../Dataset/TrainData/cow2-090-292.png
818,0.4250313,0.39607844,0.5437909,0.10718951,0.10811834,../Dataset/TrainData/cow2-090-315.png
819,0.41557473,0.39084968,0.5470588,0.1150327,0.111888126,../Dataset/TrainData/cow2-090-338.png
820,0.5333192,0.551634,0.56928104,0.103268,0.1135251,../Dataset/TrainData/cow3-000-000.png
821,0.5026165,0.4928105,0.5862745,0.083660156,0.09589374,../Dataset/TrainData/cow3-022-000.png
822,0.50600123,0.503268,0.6431373,0.062745035,0.091088146,../Dataset/TrainData/cow3-022-090.png
823,0.51118755,0.49150327,0.5908497,0.087581664,0.10425331,../Dataset/TrainData/cow3-022-180.png
824,0.5584405,0.56601304,0.6313726,0.0496732,0.06588504,../Dataset/TrainData/cow3-022-270.png
825,0.48587593,0.475817,0.5849673,0.054901987,0.10505283,../Dataset/TrainData/cow3-035-045.png
826,0.4727705,0.46013072,0.5647059,0.04967317,0.10823316,../Dataset/TrainData/cow3-035-135.png
827,0.5395019,0.53333336,0.5875817,0.04836601,0.08635306,../Dataset/TrainData/cow3-035-225.png
828,0.539038,0.5424836,0.57124186,0.04705882,0.09009067,../Dataset/TrainData/cow3-035-315.png
829,0.47088465,0.46143794,0.5777778,0.06666669,0.114540465,../Dataset/TrainData/cow3-045-000.png
830,0.49682269,0.5137255,0.5934641,0.08104578,0.110757366,../Dataset/TrainData/cow3-045-090.png
831,0.47878385,0.46013072,0.58104575,0.064052284,0.12744218,../Dataset/TrainData/cow3-045-180.png
832,0.56586784,0.5882353,0.6052288,0.06535947,0.087161995,../Dataset/TrainData/cow3-045-270.png
833,0.45921576,0.45490196,0.5836601,0.145098,0.12509981,../Dataset/TrainData/cow3-066-027.png
834,0.48297772,0.5215686,0.5751634,0.19738564,0.12765777,../Dataset/TrainData/cow3-066-063.png
835,0.45879874,0.48366013,0.5751634,0.1777778,0.13128348,../Dataset/TrainData/cow3-066-117.png
836,0.43259442,0.42222223,0.58235294,0.12287581,0.14172302,../Dataset/TrainData/cow3-066-153.png
837,0.49600676,0.503268,0.5522876,0.15816996,0.13108693,../Dataset/TrainData/cow3-066-207.png
838,0.5366643,0.58431375,0.5647059,0.2013072,0.11880671,../Dataset/TrainData/cow3-066-243.png
