,Mean,Median,Mode,MidRange,Range,IQR,StdDev,FileName
824,0.5584405,0.56601304,0.56993467,0.6313726,0.73725486,0.0496732,0.06588504,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-022-270.png
825,0.48587593,0.475817,0.46928105,0.5849673,0.83006537,0.054901987,0.10505283,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-035-045.png
826,0.4727705,0.46013072,0.45751634,0.5647059,0.87058824,0.04967317,0.10823316,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-035-135.png
827,0.5395019,0.53333336,0.530719,0.5875817,0.8248366,0.04836601,0.08635306,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-035-225.png
828,0.539038,0.5424836,0.5411765,0.57124186,0.85751635,0.04705882,0.09009067,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-035-315.png
829,0.47088465,0.46143794,0.45359477,0.5777778,0.84444445,0.06666669,0.114540465,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-045-000.png
830,0.49682269,0.5137255,0.5281046,0.5934641,0.8130719,0.08104578,0.110757366,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-045-090.png
831,0.47878385,0.46013072,0.45751634,0.58104575,0.8379085,0.064052284,0.12744218,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-045-180.png
832,0.56586784,0.5882353,0.6013072,0.6052288,0.7895425,0.06535947,0.087161995,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-045-270.png
833,0.45921576,0.45490196,0.36078432,0.5836601,0.83267975,0.145098,0.12509981,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-066-027.png
834,0.48297772,0.5215686,0.35816994,0.5751634,0.8496732,0.19738564,0.12765777,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-066-063.png
835,0.45879874,0.48366013,0.51633984,0.5751634,0.8496732,0.1777778,0.13128348,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-066-117.png
836,0.43259442,0.42222223,0.3372549,0.58235294,0.8352941,0.12287581,0.14172302,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-066-153.png
837,0.49600676,0.503268,0.39215687,0.5522876,0.89542484,0.15816996,0.13108693,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-066-207.png
838,0.5366643,0.58431375,0.6117647,0.5647059,0.87058824,0.2013072,0.11880671,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-066-243.png
839,0.53057796,0.57254905,0.6013072,0.5640523,0.87189543,0.18431371,0.11307681,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-066-297.png
840,0.49571288,0.50065356,0.4117647,0.5718954,0.85620916,0.13464054,0.11696875,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-066-333.png
841,0.46892637,0.45490196,0.40261438,0.5542484,0.8915033,0.107189536,0.12060487,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-068-000.png
842,0.4880327,0.52156866,0.55947715,0.6039216,0.7921569,0.20261434,0.12711956,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-068-090.png
843,0.464399,0.44836602,0.3764706,0.5771242,0.84575164,0.12026143,0.13938023,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-068-180.png
844,0.54296637,0.5921569,0.62352943,0.6019608,0.79607844,0.2013072,0.11224406,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-068-270.png
845,0.4855605,0.45359477,0.45359477,0.54575163,0.90849674,0.12287584,0.11981897,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-000.png
846,0.4796335,0.44444445,0.44705883,0.5496732,0.9006536,0.12941179,0.121442296,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-022.png
847,0.47758442,0.4392157,0.44313726,0.5529412,0.89411765,0.14117649,0.12492134,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-045.png
848,0.478135,0.4366013,0.4392157,0.55359477,0.89281046,0.1281046,0.123699166,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-068.png
849,0.4718322,0.43267974,0.4392157,0.59738564,0.80522877,0.11633986,0.11757895,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-090.png
850,0.4446804,0.4013072,0.40522876,0.55816996,0.88366014,0.12156859,0.1276275,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-112.png
851,0.43118027,0.38169935,0.38431373,0.5372549,0.9254902,0.12941176,0.13415143,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-135.png
852,0.4433512,0.39738563,0.39607844,0.55490196,0.8901961,0.13071895,0.14163731,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-158.png
853,0.4766273,0.43529415,0.43267974,0.5529412,0.89411765,0.13725492,0.14314547,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-180.png
854,0.4993658,0.45751634,0.45620918,0.54183006,0.9163399,0.14771244,0.13094828,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-202.png
855,0.49609843,0.4627451,0.4640523,0.5718954,0.85620916,0.14379084,0.12736638,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-225.png
856,0.49600756,0.46535948,0.46928105,0.55359477,0.89281046,0.11764699,0.12140446,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-248.png
857,0.5136326,0.48235297,0.48496732,0.5627451,0.8745098,0.09803921,0.1030646,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-270.png
858,0.5058175,0.47973856,0.4888889,0.55947715,0.88104576,0.103268,0.11194151,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-292.png
859,0.51485014,0.48496732,0.4862745,0.55751634,0.8849673,0.11633983,0.11053323,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-315.png
860,0.4961165,0.4666667,0.46535948,0.56078434,0.8784314,0.12287575,0.12025631,D:/Projects/Python/data-mining/Dataset/TrainData\cow3-090-338.png
861,0.4479636,0.45882353,0.48104575,0.5732026,0.8535948,0.109803915,0.11650349,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-000-000.png
862,0.4238453,0.4013072,0.3777778,0.5993464,0.8013072,0.06797385,0.11439562,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-022-000.png
863,0.45244473,0.44705883,0.45620918,0.6150327,0.76993465,0.064052284,0.09626691,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-022-090.png
864,0.44165897,0.41960788,0.4039216,0.59477127,0.8104575,0.07320261,0.10173353,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-022-180.png
865,0.45948738,0.45620918,0.46535948,0.627451,0.745098,0.060130686,0.0805039,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-022-270.png
866,0.41417217,0.39607844,0.39738563,0.5620915,0.875817,0.041830063,0.10797793,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-035-045.png
867,0.45676845,0.44444445,0.44444445,0.5653595,0.86928105,0.04444447,0.098882,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-035-135.png
868,0.45398617,0.44575167,0.44444445,0.5653595,0.86928105,0.05098039,0.08261494,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-035-225.png
869,0.4386339,0.42483664,0.4261438,0.5640523,0.87189543,0.041830063,0.100044146,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-035-315.png
870,0.41751993,0.3895425,0.38169935,0.55620915,0.8875817,0.041830063,0.12472471,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-045-000.png
871,0.42562115,0.4261438,0.4366013,0.5633987,0.8732026,0.05359474,0.10000723,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-045-090.png
872,0.4320516,0.40915036,0.40522876,0.5660131,0.86797386,0.04575163,0.103254676,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-045-180.png
873,0.4886902,0.49673203,0.5137255,0.59869283,0.8026144,0.062745064,0.079007536,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-045-270.png
874,0.39686278,0.39084968,0.303268,0.51699346,0.9660131,0.12549022,0.1335305,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-066-027.png
875,0.3962806,0.42091504,0.27189544,0.54509807,0.9098039,0.17254901,0.12986729,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-066-063.png
876,0.433132,0.46143794,0.4888889,0.5568628,0.8862745,0.17647058,0.12453751,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-066-117.png
877,0.42743397,0.42745098,0.3267974,0.5509804,0.8980392,0.12549019,0.1227947,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-066-153.png
878,0.43580994,0.4379085,0.33464053,0.5633987,0.8732026,0.13856208,0.11149594,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-066-207.png
879,0.45524055,0.49019608,0.5215686,0.56928104,0.8614379,0.19346407,0.112391636,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-066-243.png
880,0.4212521,0.44313726,0.303268,0.5718954,0.85620916,0.17124182,0.11875366,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-066-297.png
881,0.41217616,0.40522876,0.31895426,0.5718954,0.85620916,0.11764705,0.12850109,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-066-333.png
882,0.40923172,0.3934641,0.32941177,0.52875817,0.94248366,0.09803924,0.13491915,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-068-000.png
883,0.40519544,0.43267974,0.46535948,0.5143791,0.97124183,0.18169937,0.12632073,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-068-090.png
884,0.41804868,0.40522876,0.3372549,0.54640526,0.90718955,0.107189566,0.118211575,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-068-180.png
885,0.4532754,0.48758173,0.530719,0.5620915,0.875817,0.2013072,0.112958945,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-068-270.png
886,0.43602052,0.39215687,0.39084968,0.527451,0.94509804,0.109803915,0.124314725,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-000.png
887,0.42986095,0.38562092,0.38431373,0.5385621,0.9228758,0.12941173,0.12709287,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-022.png
888,0.4154873,0.3647059,0.3633987,0.5143791,0.97124183,0.15032679,0.12924175,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-045.png
889,0.41975403,0.3647059,0.3633987,0.5150327,0.96993464,0.15686274,0.1313211,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-068.png
890,0.41748467,0.3647059,0.3633987,0.5254902,0.9490196,0.13986927,0.12674367,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-090.png
891,0.42897242,0.3751634,0.37254906,0.5117647,0.9764706,0.1581699,0.12420961,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-112.png
892,0.4403972,0.3934641,0.39084968,0.5026144,0.99477124,0.15032676,0.12082262,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-135.png
893,0.44226676,0.4,0.39738563,0.5542484,0.8915033,0.12156862,0.11813731,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-158.png
894,0.43754244,0.39607844,0.39215687,0.5503268,0.8993464,0.112418264,0.11408842,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-180.png
895,0.44285136,0.4,0.39738563,0.55490196,0.8901961,0.1398693,0.11187092,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-202.png
896,0.4424627,0.39738563,0.39738563,0.56078434,0.8784314,0.1542483,0.11499361,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-225.png
897,0.44006994,0.39738563,0.39738563,0.55947715,0.88104576,0.15555558,0.1204565,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-248.png
898,0.45416564,0.40915036,0.40784314,0.57843137,0.84313726,0.12810451,0.10704468,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-270.png
899,0.43477565,0.3895425,0.39084968,0.55751634,0.8849673,0.14248368,0.118383594,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-292.png
900,0.43410522,0.3882353,0.38431373,0.56666666,0.8666667,0.12941176,0.11711099,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-315.png
901,0.43246883,0.3895425,0.3869281,0.5660131,0.86797386,0.112418264,0.12231748,D:/Projects/Python/data-mining/Dataset/TrainData\cow4-090-338.png
902,0.5639059,0.59477127,0.5803922,0.5261438,0.9477124,0.08104575,0.14208804,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-000-000.png
903,0.56425124,0.5843137,0.5751634,0.54183006,0.9163399,0.064052284,0.122892275,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-022-000.png
904,0.5528189,0.58431375,0.5882353,0.54313725,0.9137255,0.0496732,0.13195582,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-022-090.png
905,0.53357023,0.530719,1.0,0.5411765,0.91764706,0.07712421,0.11835914,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-022-180.png
906,0.5679281,0.59738564,0.6026144,0.54640526,0.90718955,0.061437964,0.11556156,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-022-270.png
907,0.5697087,0.59869283,0.59869283,0.5509804,0.8980392,0.039215684,0.12506722,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-035-045.png
908,0.5281848,0.5385621,0.5398693,0.5339869,0.93202615,0.0444445,0.124010615,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-035-135.png
909,0.56505424,0.5751634,0.5777778,0.5366013,0.9267974,0.04836607,0.11524712,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-035-225.png
910,0.5781607,0.606536,0.60915035,0.5673203,0.8653595,0.043137252,0.11104678,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-035-315.png
911,0.5625372,0.5843137,0.58300656,0.54901963,0.9019608,0.04836607,0.10598759,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-045-000.png
912,0.5721362,0.6013072,0.60915035,0.54313725,0.9137255,0.036601305,0.12630157,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-045-090.png
913,0.5324645,0.52418303,1.0,0.5372549,0.9254902,0.04575169,0.1267728,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-045-180.png
914,0.58899593,0.6261438,0.63529414,0.53333336,0.93333334,0.05098039,0.12052501,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-045-270.png
915,0.5723302,0.6130719,0.6405229,0.5470588,0.90588236,0.1359477,0.121264786,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-066-027.png
916,0.59215915,0.65882355,0.67058825,0.5235294,0.9529412,0.20261437,0.14538625,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-066-063.png
917,0.5362989,0.5803922,0.5882353,0.5235294,0.9529412,0.16862744,0.13870001,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-066-117.png
918,0.5157193,0.53333336,1.0,0.5392157,0.92156863,0.13856211,0.1403127,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-066-153.png
919,0.52727413,0.5503268,1.0,0.53137255,0.9372549,0.16209152,0.13970922,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-066-207.png
920,0.5471433,0.6143791,0.63398695,0.52875817,0.94248366,0.21960786,0.14433992,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-066-243.png
921,0.57378066,0.6418301,0.6666667,0.5405229,0.91895425,0.19738564,0.1303219,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-066-297.png
922,0.5590349,0.59607846,0.6169935,0.5261438,0.9477124,0.12026143,0.1079821,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-066-333.png
923,0.5646113,0.58954245,0.6143791,0.53006536,0.9398693,0.09542477,0.10536835,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-068-000.png
924,0.58624446,0.6509804,0.6614379,0.51960784,0.9607843,0.20915034,0.14085552,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-068-090.png
925,0.5101516,0.5176471,1.0,0.5405229,0.91895425,0.1281046,0.1418804,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-068-180.png
926,0.5620884,0.6366013,0.6640523,0.5411765,0.91764706,0.22222224,0.13823338,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-068-270.png
927,0.57024354,0.5764706,0.5764706,0.52287585,0.95424837,0.09281039,0.1186636,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-000.png
928,0.5660947,0.56993467,0.57124186,0.5267974,0.94640523,0.083660185,0.12044804,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-022.png
929,0.58160645,0.5803922,0.58300656,0.53333336,0.93333334,0.082352936,0.13050956,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-045.png
930,0.5896976,0.5803922,0.58300656,0.53333336,0.93333334,0.09150326,0.13835673,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-068.png
931,0.58522916,0.5751634,0.5777778,0.5261438,0.9477124,0.087581754,0.1336317,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-090.png
932,0.5506376,0.53333336,0.53464055,0.5117647,0.9764706,0.11241835,0.13301653,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-112.png
933,0.51657367,0.49411765,0.49150327,0.52287585,0.95424837,0.1281046,0.13471313,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-135.png
934,0.5082727,0.48496732,1.0,0.5320262,0.9359477,0.12549022,0.14344285,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-158.png
935,0.4951978,0.47189546,0.47189546,0.5267974,0.94640523,0.12156865,0.14792624,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-180.png
936,0.49822193,0.47189546,0.47189546,0.5117647,0.9764706,0.1359477,0.13961999,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-202.png
937,0.5163945,0.50065356,0.503268,0.53006536,0.9398693,0.12287584,0.13763335,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-225.png
938,0.540204,0.53594774,0.5398693,0.53333336,0.93333334,0.10065362,0.13275991,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-248.png
939,0.56644535,0.5555556,0.55947715,0.53267974,0.9346405,0.07973862,0.11235698,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-270.png
940,0.57859766,0.5777778,0.5869281,0.5320262,0.9359477,0.07843137,0.11609035,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-292.png
941,0.5777319,0.5803922,0.5869281,0.5261438,0.9477124,0.09150326,0.11276037,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-315.png
942,0.56625223,0.57908493,0.58562094,0.52091503,0.95816994,0.09281045,0.11938629,D:/Projects/Python/data-mining/Dataset/TrainData\cow5-090-338.png
943,0.5350756,0.55947715,0.59738564,0.4928105,0.8104576,0.111111134,0.105683416,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-000-000.png
944,0.527426,0.5254902,0.49803925,0.5437909,0.6352942,0.07450983,0.06644465,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-022-000.png
945,0.5396177,0.551634,0.56993467,0.60326797,0.5477123,0.07320267,0.054516528,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-022-090.png
946,0.5137737,0.503268,0.48104575,0.54509807,0.7137255,0.083660126,0.07068819,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-022-180.png
947,0.5411676,0.5555556,0.5647059,0.63986933,0.6522876,0.06535941,0.05001604,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-022-270.png
948,0.5418046,0.54509807,0.5437909,0.51372546,0.72679734,0.04575157,0.058619443,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-035-045.png
949,0.53471863,0.5398693,0.5385621,0.5130719,0.78300655,0.05228758,0.061829496,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-035-135.png
950,0.54375553,0.54901963,0.54640526,0.5614379,0.8013072,0.04705882,0.05538638,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-035-225.png
951,0.543237,0.551634,0.5568628,0.5620915,0.78169936,0.040522814,0.054914474,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-035-315.png
952,0.5115929,0.51633984,0.5176471,0.49281046,0.7607843,0.05228761,0.07691301,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-045-000.png
953,0.5534299,0.5777778,0.5908497,0.5091503,0.60784316,0.07189548,0.06664011,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-045-090.png
954,0.50200504,0.49803925,0.49411765,0.575817,0.81176466,0.060130745,0.0811891,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-045-180.png
955,0.5609498,0.57908493,0.5934641,0.6052288,0.7267974,0.056209087,0.052254707,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-045-270.png
956,0.5084841,0.5281046,0.4366013,0.5189543,0.7294118,0.14379078,0.089833714,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-066-027.png
957,0.5194373,0.5673203,0.59869283,0.5620915,0.7424837,0.19738564,0.10081171,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-066-063.png
958,0.51637757,0.5620915,0.5934641,0.54444444,0.77254903,0.18954247,0.09777819,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-066-117.png
959,0.49021932,0.50849676,0.4039216,0.5555556,0.8235294,0.14509806,0.095154986,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-066-153.png
960,0.5084815,0.53725487,0.4117647,0.55816996,0.8418301,0.1607843,0.09492811,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-066-207.png
961,0.5340503,0.58300656,0.6130719,0.53856206,0.8444444,0.2026144,0.10159363,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-066-243.png
962,0.527123,0.57385623,0.6039216,0.51699346,0.8535948,0.1869281,0.09576159,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-066-297.png
963,0.5080005,0.5294118,0.5568628,0.5104575,0.78300655,0.13202617,0.08359315,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-066-333.png
964,0.49698353,0.5058823,0.44183007,0.50980395,0.8078432,0.111111134,0.08445289,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-068-000.png
965,0.52332747,0.5633987,0.60784316,0.54901963,0.6457517,0.2026144,0.099840276,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-068-090.png
966,0.48806673,0.49411765,0.41045752,0.5660131,0.8156863,0.12941179,0.09557256,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-068-180.png
967,0.5348811,0.58431375,0.6183007,0.57058823,0.74901956,0.20392156,0.10032002,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-068-270.png
968,0.51929736,0.50849676,0.50980395,0.49281046,0.8156863,0.103268,0.08798645,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-000.png
969,0.51257473,0.49803925,0.4993464,0.5117647,0.76993465,0.111111075,0.091901444,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-022.png
970,0.51686513,0.49673203,0.4993464,0.54183006,0.8248366,0.13725492,0.100215524,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-045.png
971,0.528239,0.49803925,0.4993464,0.5084967,0.7163398,0.11895427,0.09919407,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-068.png
972,0.52474,0.49542484,0.4993464,0.52679735,0.7215686,0.11895427,0.09287007,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-090.png
973,0.5173714,0.48496732,0.48366013,0.56274515,0.81699353,0.1372549,0.09361177,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-112.png
974,0.49713635,0.46535948,0.4627451,0.55816996,0.84444445,0.14117649,0.09182637,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-135.png
975,0.5001788,0.47058824,0.46797386,0.527451,0.8562091,0.12679735,0.09714146,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-158.png
976,0.49948278,0.47320262,0.46928105,0.5379085,0.8666666,0.12287584,0.10087068,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-180.png
977,0.5019361,0.4745098,0.47320262,0.53464055,0.8836602,0.14248368,0.09821273,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-202.png
978,0.5044669,0.47843137,0.47843137,0.5176471,0.84705883,0.14248365,0.10439584,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-225.png
979,0.5113689,0.4888889,0.4928105,0.5339869,0.8248366,0.12026146,0.106581464,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-248.png
980,0.5250601,0.50065356,0.5045752,0.54313725,0.81437904,0.09934637,0.08842787,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-270.png
981,0.5237779,0.50849676,0.5124183,0.50980395,0.8,0.10196081,0.090642795,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-292.png
982,0.5256112,0.5124183,0.5124183,0.50980395,0.8784314,0.109803915,0.08285162,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-315.png
983,0.5208664,0.5137255,0.5137255,0.4993464,0.8026144,0.10457519,0.08789402,D:/Projects/Python/data-mining/Dataset/TrainData\cow6-090-338.png
984,0.5268968,0.5411765,0.58300656,0.5496732,0.81960785,0.112418324,0.09719595,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-000-000.png
985,0.5011281,0.48496732,0.4627451,0.5294118,0.7764706,0.082352966,0.07778169,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-022-000.png
986,0.53891695,0.54640526,0.54901963,0.5411765,0.73202616,0.054901958,0.05553827,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-022-090.png
987,0.51107424,0.49673203,0.47189546,0.5352941,0.77254903,0.08235291,0.076690316,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-022-180.png
988,0.53514993,0.5424836,0.54640526,0.5732026,0.6522876,0.054901958,0.052185826,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-022-270.png
989,0.51533973,0.52026147,0.5254902,0.5411765,0.8235294,0.04967323,0.07431828,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-035-045.png
990,0.5183795,0.5215686,0.5189543,0.5124183,0.8444445,0.044444382,0.070748754,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-035-135.png
991,0.51837015,0.52287585,0.52026147,0.5143791,0.7411765,0.05098036,0.072818786,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-035-225.png
992,0.51075536,0.52287585,0.5254902,0.527451,0.81437904,0.061437875,0.08368989,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-035-315.png
993,0.46967387,0.47058824,0.4745098,0.5339869,0.72810453,0.09542486,0.094752684,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-045-000.png
994,0.51584816,0.5503268,0.56993467,0.53594774,0.7607843,0.09281045,0.088093035,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-045-090.png
995,0.4808544,0.47843137,0.47843137,0.5222222,0.81437904,0.061437875,0.09046272,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-045-180.png
996,0.5166588,0.5555556,0.5751634,0.52026147,0.7163399,0.10065359,0.09135884,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-045-270.png
997,0.4934647,0.5111111,0.41045752,0.5013072,0.8849673,0.14771244,0.09853641,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-066-027.png
998,0.51616216,0.5647059,0.40522876,0.524183,0.8313725,0.2013072,0.10771118,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-066-063.png
999,0.4972148,0.5424837,0.5764706,0.53137255,0.8535948,0.19215682,0.10456398,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-066-117.png
1000,0.48472488,0.5045752,0.40261438,0.5235294,0.8614379,0.13856211,0.097928256,D:/Projects/Python/data-mining/Dataset/TrainData\cow7-066-153.png
